LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
14300,85631,100000,HomeImp,Other,20,0,0,144.99929699,3,23,30.130636379,good
9200,71994,95525,DebtCon,Other,16,NA,NA,126.81643919,3,16,25.621930492,good
22700,93413,134653,DebtCon,ProfExe,NA,0,0,219.57065379,1,21,27.284560734,good
24300,41323,73309,DebtCon,Other,27,0,1,298.18590413,2,32,36.155277517,good
11600,129432,198705,HomeImp,Office,0,0,0,341.04732919,0,16,39.963258508,good
26500,76599,119041,DebtCon,Other,4,0,0,97.265658469,1,31,40.12650973,good
19300,31950,53814,DebtCon,ProfExe,17,0,0,178.45963721,1,20,37.134712329,good
6200,133882,155222,HomeImp,ProfExe,9,0,0,212.53764322,0,19,20.616783656,good
22500,NA,143254,NA,NA,NA,NA,NA,NA,NA,NA,NA,good
15800,101246,142340,DebtCon,Office,2,NA,NA,109.29393259,2,16,33.770828549,good
15500,88929,115249,DebtCon,ProfExe,0,0,2,156.13091398,0,34,32.033870396,good
50400,53024,65024,DebtCon,Office,12,0,0,103.18576169,1,25,40.867869732,good
38100,33446,73289,DebtCon,ProfExe,5,0,0,180.84781496,1,18,23.820415335,good
12300,141020,157511,HomeImp,ProfExe,4,0,1,403.74892984,0,43,29.583184253,good
14800,53738,66258,DebtCon,Other,7,0,0,240.86344144,0,17,34.532496085,good
6700,49367,59609,HomeImp,Other,6,0,0,99.303700784,0,17,25.231366381,good
88900,48919,93371,DebtCon,Other,15,0,1,205.65015947,0,15,34.818261819,good
12500,157312,181050,DebtCon,ProfExe,7,NA,0,209.70673679,4,25,40.905619756,good
5000,66435,82819,HomeImp,Other,2,0,0,125.13062556,0,14,42.183538672,good
22900,191970,232998,DebtCon,ProfExe,3,0,0,301.13845241,0,27,36.788469564,good
14300,NA,41870,HomeImp,Other,0,0,0,314.4683435,0,8,27.608918922,good
22200,102345,148299,HomeImp,ProfExe,11,0,0,169.08897399,0,22,34.472879729,good
41800,5143,67205,HomeImp,Office,NA,0,0,317.92478397,0,18,14.853341066,good
6300,58052,70091,DebtCon,ProfExe,9,0,4,153.78043854,1,30,21.719595981,good
16100,45973,64430,HomeImp,Office,3,0,0,117.07375316,0,17,33.824716398,good
13100,70878,86743,DebtCon,ProfExe,10,0,0,174.88174385,0,11,39.784408257,good
13100,NA,65933,NA,NA,0,0,0,NA,0,0,3.657370718,good
11900,81849,105403,HomeImp,ProfExe,5,0,1,82.639505382,1,34,36.50598321,good
12300,92573,119325,DebtCon,ProfExe,2,1,2,157.6206429,0,33,34.775102513,good
16400,86422,116097,NA,NA,NA,NA,NA,NA,NA,NA,35.598950764,good
10600,63245,82041,DebtCon,Office,3,1,3,184.5725782,3,29,38.219034312,good
7900,78532,122952,HomeImp,Office,29,0,0,332.64504738,1,37,35.311552628,good
12900,18106,37881,DebtCon,Mgr,8,0,0,134.38410886,0,10,20.515961862,good
53700,24158,82627,HomeImp,Other,2,2,0,250.66654255,6,14,43.268375449,good
12200,61302,90873,DebtCon,Other,2,0,0,35.973541612,1,4,39.973613155,good
18400,99902,125249,DebtCon,Office,26,0,0,294.42411801,2,16,33.488547383,good
53200,182033,258678,DebtCon,ProfExe,5,0,0,227.71772921,2,32,39.931352839,good
14800,73887,109451,DebtCon,Other,6,0,0,81.314818639,2,13,33.981408348,good
4000,67533,71865,HomeImp,Mgr,10,NA,2,227.79298841,0,25,39.166328703,good
24400,61260,103842,DebtCon,ProfExe,1,0,0,179.5402847,0,26,33.590455142,good
26000,47067,63292,DebtCon,Office,17,0,0,174.62101544,2,21,33.673146444,good
11300,62168,80681,DebtCon,Sales,6,0,0,117.3762292,0,34,27.694521271,good
17000,134689,158661,DebtCon,Mgr,NA,0,0,227.39546465,0,19,36.425571756,good
27300,149950,177309,DebtCon,ProfExe,6,0,0,328.16812274,0,35,39.159553757,good
28900,75887,117989,DebtCon,Other,4,0,0,92.090542151,2,32,40.778888426,good
27400,51298,90010,DebtCon,Other,6,1,0,146.65622021,3,29,42.159936538,good
12000,97650,115931,DebtCon,ProfExe,11,0,0,199.82804201,1,17,34.387943973,good
14800,50570,69422,DebtCon,Other,3,0,0,191.17794146,0,13,36.64708052,good
9400,61185,65302,DebtCon,Other,1,0,2,117.17100444,2,18,35.611943876,good
18600,15243,172611,HomeImp,Mgr,25,0,0,73.441538538,2,21,29.095882796,good
15600,62622,106824,HomeImp,ProfExe,9,0,0,261.02141544,0,11,34.97887956,good
11500,61264,75647,DebtCon,Office,11,0,0,262.89018789,3,36,39.547882702,good
21200,70096,108632,HomeImp,Other,4,0,0,200.01491752,1,13,29.641286443,good
12900,56798,71364,DebtCon,Other,1,0,0,225.58576305,0,9,33.021284072,good
11600,28654,47042,DebtCon,Other,10,NA,0,158.0847883,7,29,38.477504842,good
8200,62603,86782,DebtCon,ProfExe,15,0,0,219.56581251,0,18,24.63662135,good
10500,74814,98132,HomeImp,ProfExe,8,0,0,164.3308981,0,34,32.375149102,good
24300,142000,175000,DebtCon,ProfExe,6,0,0,323.66666667,0,35,NA,good
18200,120966,208782,DebtCon,Other,4,0,0,202.53433338,0,17,27.436646043,good
16000,31000,54000,DebtCon,Other,16,0,0,110.6,1,18,NA,good
24300,NA,60628,DebtCon,Other,23,0,0,145.29273612,0,9,22.984818991,good
36400,204419,268745,DebtCon,ProfExe,4,0,0,267.92092198,0,31,32.747593119,good
12000,43000,64000,DebtCon,Other,1,0,0,262.96666667,0,21,NA,good
6900,50387,68443,DebtCon,Mgr,7,NA,3,105.82732904,2,10,40.717668846,good
13500,68262,93841,HomeImp,Office,26,0,0,159.61701999,1,14,40.752980373,good
39500,30972,70545,DebtCon,ProfExe,3,0,0,197.45242891,2,17,25.360557346,good
16100,41379,57862,DebtCon,Other,17,0,0,282.00628942,0,21,30.708487401,good
8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,NA,good
51100,178810,252724,DebtCon,ProfExe,6,0,0,252.98507166,2,32,39.351893191,good
45200,89427,157731,DebtCon,Other,17,0,0,209.76702855,8,18,39.167062892,good
15600,58728,92443,HomeImp,ProfExe,6,0,0,128.02959933,0,13,28.484858563,good
13200,71775,80480,DebtCon,Other,0,0,0,240.64357656,3,25,29.267992416,good
22900,88244,103144,HomeImp,NA,8,NA,NA,NA,NA,NA,31.072693603,good
52200,NA,90240,HomeImp,Other,NA,0,0,341.82881167,0,7,24.016671085,good
10100,66393,85605,DebtCon,Office,6,1,1,203.69956292,3,29,37.669305127,good
13500,59941,69336,HomeImp,Other,29,1,2,182.69566963,1,24,35.51267298,good
14800,100255,116160,DebtCon,Other,10,0,0,184.77721416,0,26,34.483990385,good
25700,50800,85000,DebtCon,Other,23,1,2,184.26666667,1,20,NA,good
19100,73217,93033,DebtCon,Other,1,2,1,113.69456607,2,26,36.384163815,good
5500,72147,69918,HomeImp,Sales,4,2,0,158.5344979,0,23,43.404430238,good
6700,66587,70710,DebtCon,ProfExe,9,1,0,43.923382631,1,24,39.738576265,good
15800,51163,157644,DebtCon,ProfExe,19,0,0,239.22478943,0,28,20.747520522,good
12000,35721,52938,HomeImp,Other,23,0,1,125.928071,0,22,38.627024993,good
17000,70039,100993,HomeImp,ProfExe,7,0,0,261.91131698,1,11,36.56433032,good
21500,10193,75649,DebtCon,Office,NA,0,0,247.81397141,0,22,39.148512421,good
9000,96884,110108,DebtCon,Other,18,0,2,194.8,2,16,NA,good
9800,52973,65481,HomeImp,Other,10,0,0,101.47266767,2,33,36.878297002,good
18600,132785,155644,DebtCon,Mgr,NA,0,0,225.72750616,0,20,37.32857399,good
64900,69786,148769,HomeImp,Office,10,0,0,129.08447886,0,11,43.519942711,good
14700,77565,101320,HomeImp,ProfExe,6,0,0,120.82737185,0,26,25.27620451,good
27100,44095,77587,DebtCon,Mgr,14,1,0,92.140029015,6,15,33.535547201,good
6600,95450,112630,HomeImp,Office,23,0,0,122.81558408,0,12,36.773458722,good
15300,33113,57991,DebtCon,Other,4,0,0,122.5788363,1,16,40.569888421,good
12400,NA,65317,HomeImp,Other,NA,0,0,349.27961082,0,6,35.714418429,good
22000,NA,72304,HomeImp,Office,9,0,0,120.53201836,2,4,20.176213451,good
29000,152065,192445,HomeImp,Self,2,0,0,166.94856833,0,16,41.563839245,good
19500,88909,140092,DebtCon,Mgr,13,0,0,163.56250439,1,25,33.005016664,good
28200,58232,97555,DebtCon,Other,17,0,1,130.45076488,0,29,38.092730303,good
23900,140328,183533,HomeImp,Mgr,8,0,0,322.78811436,0,17,45.413177555,good
29700,100657,148653,DebtCon,Other,14,0,0,221.92531148,0,40,42.302907328,good
20100,36486,46883,HomeImp,Self,3,0,NA,117.78337902,NA,10,24.851456756,good
12300,81590,90050,DebtCon,Mgr,6,0,0,136.7467587,1,26,41.732675815,good
8500,79484,87893,DebtCon,Other,1,0,0,123.61880309,1,10,35.759083852,good
12600,32742,41299,DebtCon,Other,10,NA,1,170.40710644,7,29,37.802669594,good
14900,72637,103297,DebtCon,Other,4,2,0,83.466086341,0,20,22.553039619,good
9800,55539,73560,DebtCon,Office,4,0,0,85.900936244,1,14,26.331619061,good
21700,93868,147228,DebtCon,ProfExe,22,0,0,153.68459626,0,25,39.533954235,good
34400,97971,145124,DebtCon,Other,13,0,0,67.832041665,1,36,40.402705842,good
17300,90768,116052,DebtCon,Other,13,0,0,120.24142622,2,9,35.81087795,good
6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126,good
19200,153722,199812,DebtCon,ProfExe,13,NA,NA,121.94291622,0,24,29.802859083,good
12500,83924,100114,HomeImp,ProfExe,0,0,0,71.304197606,1,20,34.712768805,good
13100,44817,59544,DebtCon,Other,NA,0,0,71.461704749,0,15,41.609813237,good
8900,75441,116950,HomeImp,Office,26,0,0,322.73119571,2,37,33.788523674,good
16400,71906,86144,DebtCon,Office,2,0,0,126.17015231,1,20,23.698007625,good
6500,58689,72557,DebtCon,Other,0,0,1,94.00805286,2,18,34.898413066,good
20000,NA,64928.84,HomeImp,Office,8,0,0,122.66666667,2,5,NA,good
13400,95084,117279,HomeImp,Office,4,0,0,145.96234363,0,21,39.244669483,good
12100,12000,33938,DebtCon,Mgr,9,0,0,118.76666667,0,11,NA,good
21900,61468,87450,DebtCon,Office,5,NA,NA,166.61081662,NA,16,38.201210401,good
11500,43945,63337,DebtCon,Mgr,2,0,1,193.74248539,0,21,27.623493964,good
11000,21738,86586,HomeImp,ProfExe,20,0,0,241.06079106,0,10,25.21859995,good
26500,145393,187324,HomeImp,Self,3,0,0,194.22774484,1,16,40.854864993,good
23600,50424,70281,DebtCon,Other,24,0,0,312.73847118,4,31,35.771675924,good
29200,116202,160084,DebtCon,ProfExe,6,0,0,124.12146165,3,26,32.644529835,good
18200,53646,156048,DebtCon,ProfExe,20,0,0,232.29712557,0,27,20.856067533,good
10000,68807,76581,HomeImp,Office,14,0,0,237.6478941,0,32,42.335573512,good
9000,56226,67466,HomeImp,Other,7,0,0,126.74508707,0,16,33.987846976,good
20900,71972,101745,DebtCon,Mgr,6,0,0,67.324562017,6,23,38.513256182,good
20400,44746,63433,DebtCon,Office,5,0,0,176.32849657,2,26,36.676878306,good
28800,NA,44761,DebtCon,Other,10,0,NA,84.728267958,NA,14,22.841663187,good
39500,132485,192838,DebtCon,Mgr,NA,1,0,176.12388138,0,24,31.737478202,good
23500,132737,285749,HomeImp,Mgr,4,0,0,213.39299486,0,14,31.236113807,good
24000,16997,45000,DebtCon,Other,25,0,0,118.66666667,1,11,NA,good
12900,151991,179521,HomeImp,Office,6,0,0,186.8053299,0,55,34.19175206,good
18000,124000,195000,HomeImp,ProfExe,13,0,0,202.9,0,22,NA,good
29800,34000,71000,DebtCon,Other,10,NA,NA,115.66666667,NA,24,NA,good
16600,95860,123546,DebtCon,Office,0,NA,2,252.75748794,1,29,40.608567483,good
36000,204292,268436,DebtCon,ProfExe,3,0,0,243.29543026,0,31,30.938977447,good
10500,13694,87580,DebtCon,Other,8,0,0,258.55492784,0,14,20.260198049,good
24700,149235,178454,DebtCon,ProfExe,5,0,0,324.13778352,0,34,38.709991448,good
8500,55100,66900,DebtCon,ProfExe,15,0,0,229.26666667,4,32,NA,good
5400,53429,64505,DebtCon,NA,5,NA,0,69.542430107,NA,16,36.480236299,good
14800,NA,43475,DebtCon,Other,NA,NA,NA,339.7,NA,17,NA,good
25000,NA,35000,DebtCon,Other,10,1,NA,88.933333333,NA,14,NA,good
10700,115118,124198,DebtCon,Self,6,1,0,174.34182326,0,19,31.75799058,good
14700,65660,81937,DebtCon,Office,2,0,0,106.65751886,1,19,25.197806875,good
14000,51721,61193,DebtCon,Other,0,0,0,186.99935879,2,12,25.81001106,good
37800,111412,166682,DebtCon,Other,NA,0,0,251.9567829,3,14,34.883410942,good
18000,55169,114786,HomeImp,Office,2,NA,2,120.15410625,0,24,37.547732856,good
12800,99160,114619,HomeImp,Office,2,0,0,142.2125619,0,22,35.949877053,good
11000,131949,165096,HomeImp,ProfExe,5,0,0,440.42125368,0,42,26.904766453,good
26100,103949,208432,DebtCon,Other,23,0,0,202.59264703,0,18,23.290234477,good
12600,49986,67896,DebtCon,Mgr,3,0,0,190.1599072,1,17,29.266317175,good
20200,25956,92553,DebtCon,ProfExe,7,0,0,156.2693203,0,21,28.290439504,good
59700,39253,69299,DebtCon,Other,2,0,0,110.87622902,0,21,29.319500536,good
17900,38233,63578,DebtCon,NA,6,1,0,79.1215828,2,9,26.518830695,good
14900,60667,81293,DebtCon,NA,6,NA,NA,NA,NA,NA,27.573736504,good
6500,80739,97630,DebtCon,ProfExe,1,NA,NA,NA,NA,NA,30.531264536,good
8500,64665,72376,HomeImp,Other,4,0,0,70.934880772,3,20,40.309041225,good
46200,117227,174882,DebtCon,Self,12,0,0,195.64118682,0,5,40.621619276,good
42200,21393,68111,DebtCon,Other,19,0,0,208.52292444,0,30,39.75171656,good
18800,88828,116683,DebtCon,ProfExe,6,0,0,141.84139798,1,20,21.679278339,good
7500,40936,50900,DebtCon,NA,10,1,0,115.6,1,26,NA,good
13300,55505,76841,DebtCon,Other,0,0,0,222.91307236,0,10,32.968632674,good
12800,76783,95007,DebtCon,Mgr,6,0,0,140.97202234,2,26,42.153616933,good
23500,146371,179434,DebtCon,ProfExe,6,NA,NA,195.17814464,4,43,39.94505447,good
21400,85609,108469,DebtCon,Mgr,24,NA,1,306.18366191,0,43,39.919289908,good
25900,61064,94714,DebtCon,Office,2,0,0,98.809374842,0,23,34.565944252,good
3000,58000,71500,HomeImp,Mgr,10,NA,2,211.93333333,0,25,NA,good
21000,65205,86313,DebtCon,NA,4,0,0,99.369470346,0,15,40.143170748,good
13200,NA,69139,NA,NA,0,1,0,NA,0,1,1.5659310471,good
20800,77885,98188,DebtCon,Mgr,4,0,0,50.293547164,7,23,38.120404705,good
18500,23618,37539,NA,Office,1,0,0,199.7237771,0,15,36.982729198,good
16000,101000,130000,DebtCon,ProfExe,7.5,0,0,102.5,0,14,NA,good
34900,236340,37598,DebtCon,Mgr,2,0,1,220.60253506,4,50,41.857415928,good
5100,73882,96031,DebtCon,Other,0,0,0,125.78740011,1,10,34.446079222,good
13700,89345,105590,DebtCon,ProfExe,6,0,0,201.04240208,2,37,43.471677292,good
19400,53000,82800,DebtCon,Other,18,0,0,206.96666667,1,22,NA,good
11800,65062,78004,HomeImp,Office,12,0,0,251.14419571,0,31,43.372372819,good
17600,44571,66088,HomeImp,Office,2,0,0,126.09038158,0,17,30.871901786,good
9300,59617,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.968280746,good
18200,62141,90434,DebtCon,Office,0,0,0,69.410776649,0,22,35.357287245,good
15500,158506,179499,DebtCon,ProfExe,8,NA,0,195.6860259,4,26,40.73934639,good
15000,53000,83400,HomeImp,ProfExe,5,0,0,120.3,0,13,NA,good
17000,73644,107086,DebtCon,ProfExe,0,0,0,280.45334363,2,20,37.771957848,good
5600,69435,83489,DebtCon,ProfExe,14,0,0,200.41843402,1,17,22.841092848,good
24500,52000,84915,DebtCon,Office,0.4,0,1,93.166666667,0,23,NA,good
17200,48999,76544,DebtCon,ProfExe,5,0,0,240.52274651,3,31,32.841753914,good
19300,99714,126965,HomeImp,Mgr,0,0,1,301.75357401,1,20,43.290941693,good
18500,67290,95750,DebtCon,Other,NA,2,1,237.1,2,14,NA,good
9000,76964,90500,DebtCon,Other,3,0,0,101.4,2,32,NA,good
18400,62300,95869,DebtCon,Other,2,0,0,172.75912343,1,31,35.189447274,good
52400,27234,83482,HomeImp,Other,2,2,0,250.61402393,6,14,40.54824598,good
9400,57000,70000,DebtCon,Other,4,0,0,179.56666667,2,17,NA,good
17800,13660,173360,HomeImp,Mgr,23,0,0,78.838898801,2,21,30.062792323,good
18500,49367,71485,DebtCon,ProfExe,10,0,0,175.38704889,1,42,37.772221651,good
5700,NA,69172,HomeImp,Office,1,0,0,48.853667057,0,3,38.773685963,good
17500,100642,138550,DebtCon,Office,3,NA,NA,115.07594761,3,16,32.176380263,good
11000,83639,98081,DebtCon,Other,10,0,0,155.37122034,4,22,42.539685706,good
30200,20956,39333,DebtCon,Other,0,1,0,73.391797524,0,7,13.495367368,good
24400,NA,59888,DebtCon,Other,NA,0,0,288.2296811,0,19,38.581332837,good
11200,153103,181849,HomeImp,Office,6,0,0,186.249507,0,55,33.995565356,good
12500,57294,66615,DebtCon,Other,3,0,1,321.38758675,0,9,31.380899093,good
12400,36034,62953,DebtCon,ProfExe,9,0,0,262.07934525,0,16,21.345227351,good
15300,24025,42722,NA,Office,2,0,0,207.96214095,0,15,37.122837197,good
24500,134188,171658,DebtCon,Other,5,1,0,219.16757792,0,20,34.986140572,good
12000,63589,75959,HomeImp,Office,14,1,0,253.61692796,1,31,43.15970058,good
19600,53662,80055,DebtCon,Other,6,NA,NA,99.085542373,0,8,37.518297806,good
40600,15024,65109,HomeImp,Office,NA,0,0,313.6709263,0,19,15.629937413,good
17900,102054,143103,DebtCon,Office,5,NA,NA,125.85853903,2,16,32.847435051,good
15900,65827,97935,DebtCon,Office,1,0,0,160.41695863,4,20,32.60020273,good
88800,53307,94058,DebtCon,Other,16,0,0,218.30497768,0,15,34.24246473,good
23500,68049,93394,DebtCon,Mgr,6,0,0,191.1124423,2,18,32.13282224,good
11700,15163,74500,DebtCon,ProfExe,19,0,2,378.82581852,1,11,20.090783327,good
10300,57676,71027,DebtCon,NA,19,0,0,157.51963708,1,11,33.992366066,good
17300,57358,71617,DebtCon,Office,0,0,0,194.29333919,0,25,30.53780606,good
10800,70214,83882,DebtCon,Office,4,1,2,172.79930087,3,30,38.588823585,good
14400,79288,92391,DebtCon,ProfExe,8,0,1,341.50155908,NA,41,39.435496901,good
16800,23670,41879,DebtCon,Mgr,17,1,0,106.39856975,0,17,26.696716261,good
22500,96170,118502,HomeImp,Mgr,10,0,0,118.15195,1,24,33.200548022,good
20000,22036,51068,DebtCon,Other,25,0,2,210.71986666,0,25,29.16004451,good
26500,NA,122693,DebtCon,Mgr,9,0,0,153.94242808,0,27,32.200811209,good
28500,29338,62220,NA,Office,2,0,0,113.20592381,1,6,36.877098508,good
20200,88020,139200,DebtCon,Other,10,0,0,99.04640244,3,15,39.916957294,good
16000,69861,87086,DebtCon,Other,7,0,0,205.32804581,2,18,43.436334345,good
18500,67686,95949,HomeImp,ProfExe,9,0,0,78.949070691,0,16,31.808242985,good
15000,72000,95000,DebtCon,Other,0,0,0,147.1,1,18,NA,good
8700,54768,87268,HomeImp,Other,18,0,0,187.58057031,0,28,26.367134137,good
14000,37019,57125,DebtCon,Other,NA,0,0,69.823553128,0,15,41.637058771,good
17700,85150,113104,DebtCon,ProfExe,11,0,0,148.0652591,2,19,38.962872064,good
22700,155284,197634,DebtCon,ProfExe,15,NA,NA,103.7859943,0,24,29.540322043,good
16900,88143,115365,DebtCon,Other,19,0,0,282.06851776,0,16,24.962851371,good
39600,134552,193455,DebtCon,Mgr,NA,0,0,185.19383656,0,25,33.217961697,good
25900,145700,211151,HomeImp,ProfExe,6,0,0,182.17137213,1,27,38.48048457,good
17100,NA,96036,DebtCon,Office,27,0,0,327.00179108,0,15,12.498669801,good
22400,18371,38311,DebtCon,Other,1,0,0,37.235000479,2,3,29.476003401,good
15200,43961,62171,DebtCon,Other,NA,0,0,124.80684586,1,18,39.580054341,good
14500,59465,78444,DebtCon,NA,7,NA,NA,NA,NA,NA,24.539945806,good
35000,239058,40848,DebtCon,Mgr,4,0,1,212.01540583,3,49,40.131815447,good
19500,100446,121516,HomeImp,Mgr,0,0,0,306.11110407,1,20,43.021823381,good
8300,57503,72704,DebtCon,NA,18,0,0,156.59370755,0,11,33.337118756,good
12100,28193,34705,DebtCon,Other,0,NA,NA,NA,NA,NA,37.618026904,good
22600,72522,91587,DebtCon,Other,2,0,0,99.000467962,2,30,35.262113587,good
7800,42802,52422,HomeImp,Office,8,NA,NA,193.0814529,NA,18,26.495879292,good
8200,NA,33540,HomeImp,Office,21,0,0,178.68792754,0,15,36.601698856,good
28900,91683,127833,DebtCon,ProfExe,0,1,0,187.24240278,3,37,33.168756851,good
36500,141200,195729,DebtCon,ProfExe,23,0,0,182.72889478,0,22,37.405509575,good
2500,71408,78600,HomeImp,ProfExe,8,0,0,255.73333333,0,12,NA,good
12700,58293,82594,DebtCon,Office,13,0,0,105.05041496,0,23,36.700445544,good
9300,58051,65334,DebtCon,Mgr,6,NA,NA,113.2818573,NA,23,41.860039809,good
25600,76383,103544,DebtCon,Mgr,0,NA,NA,222.24219828,5,24,42.93996933,good
27600,60039,86166,DebtCon,Office,0,0,0,100.94932169,0,23,33.820934036,good
9400,81596,116738,HomeImp,Office,28,0,0,338.62903535,1,38,34.169513676,good
15700,80200,88545,DebtCon,Mgr,21,0,0,242.60038784,10,24,36.297033121,good
17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.640916113,good
25800,112388,180313,DebtCon,Sales,16,0,0,295.54600578,0,31,33.241096011,good
8600,172418,251426,DebtCon,Sales,NA,0,0,120.57263313,0,22,40.925910594,good
21200,44097,64703,DebtCon,Office,12,0,2,123.89394862,1,21,40.139231794,good
23200,131804,171144,DebtCon,ProfExe,6,0,0,197.76872804,0,37,19.778851787,good
6500,33639,37345,HomeImp,ProfExe,11,0,0,191.0756559,0,13,24.227319339,good
9200,69657,89082,DebtCon,NA,3,0,0,217.32115468,0,16,28.749890366,good
10200,57142,72664,DebtCon,NA,19,0,0,158.18580391,1,12,32.49748842,good
19300,50554,76140,DebtCon,Mgr,9,2,0,78.276625282,3,27,36.026904369,good
52000,31305,83147,HomeImp,Other,3,1,0,268.38580771,7,14,42.402933466,good
30000,74975,118886,DebtCon,Mgr,12,0,0,85.045754904,0,34,26.349131932,good
14600,6871,52457,DebtCon,ProfExe,4,0,0,317.24400167,0,16,17.617908723,good
12900,90646,100744,HomeImp,Other,19,0,0,141.20846058,3,23,31.526379711,good
26200,149599,181869,DebtCon,Other,1,0,0,204.02898979,0,35,39.800879561,good
15200,NA,67103,NA,NA,1,0,0,NA,0,0,3.6889584957,good
30800,54981,82038,DebtCon,Office,2,0,0,165.07784739,2,19,41.239256279,good
17400,45861,61256,DebtCon,Other,7,0,0,132.01922665,3,48,30.186567466,good
20500,76620,185666,NA,Other,8,0,0,360.64005406,1,16,33.754318614,good
6100,NA,46830,HomeImp,NA,0,0,1,NA,0,0,13.306013076,good
12400,16375,36672,DebtCon,Mgr,8,0,0,120.67492799,0,11,24.089437148,good
5200,91250,110000,HomeImp,Office,24,0,0,123.76666667,1,12,NA,good
20000,NA,128042,HomeImp,Other,0,0,0,314.53333333,3,21,NA,good
26900,215692,286555,HomeImp,ProfExe,8,NA,5,468.1781224,NA,55,30.55300542,good
16900,17988,137328,DebtCon,Other,9,0,0,360.14696016,0,10,41.902054192,good
10200,61179,69591,DebtCon,NA,18,0,0,148.70447764,1,11,34.472204606,good
8400,82597,83858,HomeImp,Other,25,0,0,350.56813617,1,47,28.91075714,good
23700,46910,75136,DebtCon,Other,10,0,0,119.23120438,1,19,43.829588004,good
15200,69320,89644,DebtCon,Other,11,0,0,91.743482377,2,11,31.114929746,good
25200,22773,72541,DebtCon,Other,NA,1,2,92.583557,1,26,30.420914823,good
20900,60553,91364,DebtCon,Office,1,0,0,75.563803334,0,22,37.411200653,good
21200,109747,174666,DebtCon,Office,7,0,0,211.8072267,3,24,40.39483989,good
8200,171456,246758,DebtCon,Sales,NA,0,0,138.15481817,0,21,40.337860758,good
10600,37742,64334,DebtCon,Mgr,NA,NA,NA,NA,NA,NA,37.541257884,good
16900,78455,121450,NA,NA,NA,NA,NA,NA,NA,NA,33.742374549,good
25500,113204,184561,DebtCon,Sales,17,1,0,308.95819842,1,31,34.357866,good
44500,NA,50696,DebtCon,Other,NA,5,NA,128.65639343,NA,20,28.187139993,good
15800,71820,89739,DebtCon,Other,0,1,1,122.95558706,1,25,33.519070443,good
9700,53527,58605,DebtCon,Office,4,0,0,75.584542581,3,12,36.709538909,good
29700,46268,79463,DebtCon,Office,0,0,0,161.27602904,3,19,40.261962227,good
29200,50105,83815,DebtCon,Other,21,0,0,188.20102865,0,26,35.595750669,good
27700,54541,78832,DebtCon,Office,0,0,0,186.02084261,2,19,39.614334977,good
14400,63671,70982,DebtCon,ProfExe,0,0,0,169.34664702,1,34,42.791632518,good
28800,204455,245685,HomeImp,Other,8,0,0,123.39674713,1,42,42.345471385,good
5200,19000,26000,DebtCon,Other,0,1,0,17.2,10,7,NA,good
27700,141930,182516,DebtCon,ProfExe,0,0,0,235.63057648,2,19,41.958813501,good
12500,26286,36002,DebtCon,Other,2,NA,NA,NA,NA,NA,38.438681858,good
13700,70763,78449,DebtCon,Office,12,0,0,271.65672425,5,36,40.561983645,good
21600,105654,155460,DebtCon,Mgr,16,0,0,193.04880318,0,25,33.600608463,good
10500,57372,67960,DebtCon,ProfExe,1.5,0,0,158.26666667,2,35,NA,good
26500,84769,127773,DebtCon,Other,2,0,0,190.86047721,2,25,42.031639133,good
9400,53244,62245,DebtCon,Other,23,0,0,276.78774402,3,28,37.821851509,good
8200,48515,59240,DebtCon,Other,17,0,4,214.14450966,0,36,27.459144234,good
17900,56273,111507,HomeImp,Office,1,NA,2,123.02256355,1,23,39.491487113,good
53500,179116,257688,DebtCon,ProfExe,5,0,0,232.59595212,1,33,39.789899148,good
4300,71206,78698,DebtCon,Sales,3,0,0,129.93286902,0,31,34.181376516,good
11000,74596,98000,HomeImp,ProfExe,6,0,0,108.53333333,1,27,NA,good
21300,67282,86861,DebtCon,Office,4,NA,NA,173.79250726,NA,15,37.364528826,good
27800,19600,50594,DebtCon,Other,24,0,0,137.23404427,1,10,24.522374645,good
5100,NA,28291,DebtCon,Other,2,0,0,277.94456081,1,14,23.644691283,good
39700,146341,208296,HomeImp,ProfExe,5,0,0,139.4367339,0,31,35.459160501,good
8400,80490,93028,DebtCon,ProfExe,0,NA,NA,NA,NA,NA,29.473761481,good
11500,NA,64037,HomeImp,Other,NA,0,0,354.17458076,0,7,34.355739238,good
25600,76102,119391,DebtCon,Other,5,0,0,87.625382168,1,32,40.929954323,good
15800,9407,60165,DebtCon,Sales,1,0,0,310.65842115,0,5,40.051306199,good
34800,138680,190729,DebtCon,ProfExe,21,0,0,198.12333421,0,21,35.577239252,good
8000,78720,86800,DebtCon,Other,0.1,4,0,NA,0,4,NA,good
21100,61427,83722,DebtCon,Other,19,0,0,220.55353362,0,21,32.72762776,good
11300,129489,195105,HomeImp,Office,0,0,1,356.31348584,0,16,41.634017956,good
23300,103162,135013,DebtCon,Mgr,9,1,0,188.93983988,5,18,40.670817077,good
18200,57980,79265,DebtCon,Other,16,0,0,194.05429283,0,20,37.725760606,good
