year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,8,18,900,905,-5,1208,1225,-17,DL,874,N330NB,LGA,MIA,158,1096,9,5,2013-08-18T13:00:00Z
2013,8,24,1055,1055,0,1353,1358,-5,B6,971,N636JB,LGA,FLL,145,1076,10,55,2013-08-24T14:00:00Z
2013,8,28,1935,1925,10,2303,2243,20,DL,2139,N971DL,LGA,MIA,146,1096,19,25,2013-08-28T23:00:00Z
2013,8,2,1813,1725,48,1943,1850,53,EV,4187,N14960,EWR,BNA,113,748,17,25,2013-08-02T21:00:00Z
2013,8,22,835,843,-8,1100,1045,15,US,2071,N741UW,LGA,CLT,99,544,8,43,2013-08-22T12:00:00Z
2013,8,6,715,720,-5,945,959,-14,UA,349,N444UA,LGA,IAH,184,1416,7,20,2013-08-06T11:00:00Z
2013,8,3,1212,1135,37,1428,1415,13,UA,151,N13113,EWR,MCO,120,937,11,35,2013-08-03T15:00:00Z
2013,8,28,718,725,-7,916,945,-29,MQ,3547,N725MQ,LGA,XNA,151,1147,7,25,2013-08-28T11:00:00Z
2013,8,22,1216,1115,61,1344,1255,49,AA,327,N549AA,LGA,ORD,106,733,11,15,2013-08-22T15:00:00Z
2013,8,4,2157,1905,172,2329,2103,146,9E,3433,N905XJ,JFK,PIT,61,340,19,5,2013-08-04T23:00:00Z
2013,8,8,2150,2150,0,126,45,41,B6,1201,N527JB,JFK,FLL,143,1069,21,50,2013-08-09T01:00:00Z
2013,8,17,1920,1930,-10,2201,2222,-21,DL,1485,N3764D,LGA,MCO,138,950,19,30,2013-08-17T23:00:00Z
2013,8,11,1741,1700,41,2032,2018,14,DL,1163,N723TW,JFK,LAX,321,2475,17,0,2013-08-11T21:00:00Z
2013,8,25,1535,1530,5,1642,1645,-3,WN,1350,N366SW,EWR,MDW,101,711,15,30,2013-08-25T19:00:00Z
2013,8,9,2133,2021,72,2322,2200,82,UA,1464,N23707,EWR,CLE,62,404,20,21,2013-08-10T00:00:00Z
2013,8,22,2111,2000,71,2356,2315,41,AA,1709,N3FSAA,LGA,MIA,137,1096,20,0,2013-08-23T00:00:00Z
2013,8,18,1604,1606,-2,1901,1909,-8,B6,283,N615JB,JFK,MCO,129,944,16,6,2013-08-18T20:00:00Z
2013,8,29,1808,1805,3,2018,2033,-15,UA,485,N457UA,EWR,DEN,211,1605,18,5,2013-08-29T22:00:00Z
2013,8,13,2008,1940,28,2123,2059,24,EV,5714,N827AS,JFK,IAD,41,228,19,40,2013-08-13T23:00:00Z
2013,8,7,2120,2125,-5,17,2339,38,B6,775,N309JB,JFK,MSY,168,1182,21,25,2013-08-08T01:00:00Z
2013,8,14,1804,1459,185,1955,1649,186,MQ,3391,N717MQ,LGA,CMH,75,479,14,59,2013-08-14T18:00:00Z
2013,8,17,1550,1529,21,1838,1821,17,B6,573,N534JB,EWR,TPA,151,997,15,29,2013-08-17T19:00:00Z
2013,8,13,812,814,-2,1056,1008,48,US,1805,N538UW,EWR,CLT,81,529,8,14,2013-08-13T12:00:00Z
2013,8,15,1854,1825,29,2110,2046,24,9E,3807,N8948B,EWR,CVG,87,569,18,25,2013-08-15T22:00:00Z
2013,8,8,1125,1129,-4,1327,1337,-10,UA,765,N433UA,EWR,DEN,219,1605,11,29,2013-08-08T15:00:00Z
2013,8,27,1133,1135,-2,1428,1451,-23,DL,954,N915DE,LGA,FLL,137,1076,11,35,2013-08-27T15:00:00Z
2013,8,4,757,800,-3,1041,1104,-23,DL,2190,N356NW,JFK,MIA,137,1089,8,0,2013-08-04T12:00:00Z
2013,8,27,757,800,-3,1051,1053,-2,B6,901,N624JB,JFK,FLL,135,1069,8,0,2013-08-27T12:00:00Z
2013,8,22,2135,2140,-5,2253,2300,-7,MQ,3621,N812MQ,JFK,DCA,50,213,21,40,2013-08-23T01:00:00Z
2013,8,17,1527,1535,-8,1837,1850,-13,B6,1729,N796JB,JFK,RSW,160,1074,15,35,2013-08-17T19:00:00Z
2013,8,2,1450,1448,2,1741,1745,-4,UA,1200,N68453,EWR,SAN,333,2425,14,48,2013-08-02T18:00:00Z
2013,8,17,544,545,-1,819,815,4,UA,377,N545UA,LGA,IAH,193,1416,5,45,2013-08-17T09:00:00Z
2013,8,26,1503,1500,3,1610,1636,-26,EV,5539,N730EV,LGA,MKE,105,738,15,0,2013-08-26T19:00:00Z
2013,8,6,856,900,-4,1116,1143,-27,UA,309,N410UA,EWR,LAS,295,2227,9,0,2013-08-06T13:00:00Z
2013,8,2,2216,2108,68,42,2359,43,UA,667,N454UA,EWR,PBI,130,1023,21,8,2013-08-03T01:00:00Z
2013,8,8,2230,2142,48,2,2259,63,EV,3832,N13958,EWR,DCA,38,199,21,42,2013-08-09T01:00:00Z
2013,8,28,1652,1440,132,1921,1749,92,DL,1902,N957DL,LGA,PBI,130,1035,14,40,2013-08-28T18:00:00Z
2013,8,30,1500,1453,7,1749,1811,-22,UA,1100,N87527,EWR,SFO,333,2565,14,53,2013-08-30T18:00:00Z
2013,8,10,800,800,0,1101,1053,8,B6,901,N608JB,JFK,FLL,153,1069,8,0,2013-08-10T12:00:00Z
2013,8,16,1827,1830,-3,1952,2015,-23,AA,2019,N4WNAA,LGA,STL,128,888,18,30,2013-08-16T22:00:00Z
2013,8,19,1109,1115,-6,1221,1255,-34,AA,327,N537AA,LGA,ORD,112,733,11,15,2013-08-19T15:00:00Z
2013,8,27,1635,1640,-5,1829,1813,16,9E,3793,N8965E,JFK,PHL,26,94,16,40,2013-08-27T20:00:00Z
2013,8,15,2223,2225,-2,2321,2330,-9,EV,5258,N719EV,LGA,MHT,38,195,22,25,2013-08-16T02:00:00Z
2013,8,25,1921,1846,35,2120,2103,17,UA,525,N841UA,EWR,DEN,198,1605,18,46,2013-08-25T22:00:00Z
2013,8,23,1735,1745,-10,1955,2014,-19,DL,884,N334NW,LGA,DEN,216,1620,17,45,2013-08-23T21:00:00Z
2013,8,19,827,829,-2,946,1004,-18,MQ,3363,N812MQ,JFK,RDU,69,427,8,29,2013-08-19T12:00:00Z
2013,8,26,1556,1559,-3,1857,1919,-22,DL,1373,N3749D,JFK,MIA,137,1089,15,59,2013-08-26T19:00:00Z
2013,8,29,911,915,-4,1204,1230,-26,AA,647,N5ETAA,JFK,MIA,138,1089,9,15,2013-08-29T13:00:00Z
2013,8,23,1632,1625,7,1846,1834,12,DL,2231,N3747D,LGA,DTW,89,502,16,25,2013-08-23T20:00:00Z
2013,8,19,1811,1815,-4,2036,2047,-11,DL,926,N310DE,EWR,ATL,113,746,18,15,2013-08-19T22:00:00Z
2013,8,8,1514,1455,19,1635,1630,5,DL,1164,N718TW,JFK,BOS,41,187,14,55,2013-08-08T18:00:00Z
2013,8,18,833,835,-2,1113,1120,-7,B6,1783,N603JB,JFK,MCO,127,944,8,35,2013-08-18T12:00:00Z
2013,8,20,1451,1500,-9,1704,1724,-20,EV,5215,N611QX,LGA,CHS,95,641,15,0,2013-08-20T19:00:00Z
2013,8,29,857,905,-8,1105,1114,-9,DL,181,N316US,LGA,DTW,79,502,9,5,2013-08-29T13:00:00Z
2013,8,8,1909,1800,69,2009,1913,56,US,2158,N961UW,LGA,BOS,40,184,18,0,2013-08-08T22:00:00Z
2013,8,26,1532,1538,-6,1722,1742,-20,US,1899,N764US,LGA,CLT,78,544,15,38,2013-08-26T19:00:00Z
2013,8,16,757,800,-3,1056,1053,3,B6,901,N605JB,JFK,FLL,152,1069,8,0,2013-08-16T12:00:00Z
2013,8,26,620,630,-10,803,825,-22,MQ,3676,N516MQ,LGA,CLT,82,544,6,30,2013-08-26T10:00:00Z
2013,8,4,2139,2059,40,30,2358,32,B6,523,N827JB,JFK,LAX,324,2475,20,59,2013-08-05T00:00:00Z
2013,8,8,1004,1008,-4,1230,1215,15,DL,2319,N397DA,LGA,MSP,147,1020,10,8,2013-08-08T14:00:00Z
2013,8,16,1047,1049,-2,1317,1330,-13,UA,487,N541UA,EWR,LAX,302,2454,10,49,2013-08-16T14:00:00Z
2013,8,10,703,652,11,934,930,4,UA,1144,N39423,EWR,MCO,130,937,6,52,2013-08-10T10:00:00Z
2013,8,14,2232,2049,103,131,10,81,UA,1532,N36447,EWR,SFO,338,2565,20,49,2013-08-15T00:00:00Z
2013,8,22,2150,2100,50,2305,2235,30,AA,371,N202AA,LGA,ORD,111,733,21,0,2013-08-23T01:00:00Z
2013,8,23,1931,1910,21,2103,2056,7,EV,5038,N760EV,LGA,BHM,118,866,19,10,2013-08-23T23:00:00Z
2013,8,1,948,933,15,1352,1235,77,B6,271,N657JB,LGA,FLL,161,1076,9,33,2013-08-01T13:00:00Z
2013,8,4,1740,1735,5,1913,1915,-2,WN,19,N493WN,EWR,STL,130,872,17,35,2013-08-04T21:00:00Z
2013,8,8,1753,1741,12,2122,2037,45,UA,1161,N75432,EWR,SAN,331,2425,17,41,2013-08-08T21:00:00Z
2013,8,18,1727,1730,-3,1909,1910,-1,WN,318,N763SW,EWR,STL,131,872,17,30,2013-08-18T21:00:00Z
2013,8,5,2242,2029,133,157,2359,118,B6,915,N536JB,JFK,SFO,350,2586,20,29,2013-08-06T00:00:00Z
2013,8,8,924,930,-6,1312,1234,38,DL,1443,N723TW,JFK,SEA,355,2422,9,30,2013-08-08T13:00:00Z
2013,8,31,1036,1040,-4,1249,1320,-31,UA,1695,N56859,EWR,IAH,169,1400,10,40,2013-08-31T14:00:00Z
2013,8,29,1253,1250,3,1546,1608,-22,UA,1212,N24202,EWR,SFO,322,2565,12,50,2013-08-29T16:00:00Z
2013,8,20,1655,1655,0,1939,2005,-26,VX,413,N623VA,JFK,LAX,315,2475,16,55,2013-08-20T20:00:00Z
2013,8,30,2039,2025,14,2303,2321,-18,B6,1295,N526JB,JFK,AUS,187,1521,20,25,2013-08-31T00:00:00Z
2013,8,12,1218,1205,13,1434,1410,24,WN,1787,N261WN,EWR,DEN,230,1605,12,5,2013-08-12T16:00:00Z
2013,8,17,1118,1125,-7,1210,1231,-21,B6,2380,N323JB,EWR,BOS,35,200,11,25,2013-08-17T15:00:00Z
2013,8,27,1937,1940,-3,2104,2125,-21,MQ,3374,N847MQ,JFK,RDU,63,427,19,40,2013-08-27T23:00:00Z
2013,8,9,NA,1550,NA,NA,1752,NA,EV,4352,N13970,EWR,CVG,NA,569,15,50,2013-08-09T19:00:00Z
2013,8,17,951,951,0,1205,1207,-2,EV,4495,N14953,EWR,SAV,113,708,9,51,2013-08-17T13:00:00Z
2013,8,7,924,929,-5,1041,1050,-9,EV,4240,N29906,EWR,BUF,49,282,9,29,2013-08-07T13:00:00Z
2013,8,21,1912,1915,-3,2114,2131,-17,EV,5268,N718EV,LGA,CLT,85,544,19,15,2013-08-21T23:00:00Z
2013,8,28,926,930,-4,1210,1223,-13,UA,497,N539UA,EWR,PBI,133,1023,9,30,2013-08-28T13:00:00Z
2013,8,25,1806,1811,-5,1919,2005,-46,UA,1053,N14230,EWR,CLE,55,404,18,11,2013-08-25T22:00:00Z
2013,8,14,1319,1230,49,1630,1558,32,DL,2098,N905DE,LGA,MIA,155,1096,12,30,2013-08-14T16:00:00Z
2013,8,24,1452,1455,-3,1603,1609,-6,9E,3986,N8736A,JFK,PHL,30,94,14,55,2013-08-24T18:00:00Z
2013,8,9,855,900,-5,1014,1024,-10,US,2173,N764US,LGA,DCA,45,214,9,0,2013-08-09T13:00:00Z
2013,8,11,1054,1100,-6,1225,1210,15,MQ,3230,N518MQ,JFK,DCA,50,213,11,0,2013-08-11T15:00:00Z
2013,8,18,2156,2159,-3,2306,2324,-18,UA,1209,N33286,EWR,BOS,40,200,21,59,2013-08-19T01:00:00Z
2013,8,23,1926,1850,36,2205,2105,60,9E,4059,N8477R,LGA,DAY,89,549,18,50,2013-08-23T22:00:00Z
2013,8,5,2040,1930,70,2330,2232,58,DL,1435,N904DL,LGA,TPA,136,1010,19,30,2013-08-05T23:00:00Z
2013,8,12,1756,1730,26,2041,1951,50,F9,837,N211FR,LGA,DEN,255,1620,17,30,2013-08-12T21:00:00Z
2013,8,24,1201,1020,101,1445,1320,85,UA,420,N569UA,EWR,SFO,318,2565,10,20,2013-08-24T14:00:00Z
2013,8,20,629,630,-1,740,755,-15,AA,303,N3FLAA,LGA,ORD,105,733,6,30,2013-08-20T10:00:00Z
2013,8,11,2156,2130,26,7,2359,8,B6,1677,N328JB,JFK,JAX,106,828,21,30,2013-08-12T01:00:00Z
2013,8,10,911,910,1,1313,1308,5,UA,1216,N37456,EWR,SJU,199,1608,9,10,2013-08-10T13:00:00Z
2013,8,21,1132,1135,-3,1502,1451,11,DL,954,N942DL,LGA,FLL,168,1076,11,35,2013-08-21T15:00:00Z
2013,8,11,1949,1904,45,2118,2056,22,UA,291,N405UA,EWR,ORD,105,719,19,4,2013-08-11T23:00:00Z
2013,8,27,713,715,-2,900,916,-16,EV,4155,N13994,EWR,GRR,92,605,7,15,2013-08-27T11:00:00Z
2013,8,7,1631,1636,-5,1805,1805,0,B6,918,N307JB,JFK,BOS,46,187,16,36,2013-08-07T20:00:00Z
2013,8,14,640,636,4,1011,926,45,UA,1627,N33292,EWR,PBI,183,1023,6,36,2013-08-14T10:00:00Z
2013,8,6,1058,1100,-2,1219,1215,4,US,2177,N769US,LGA,DCA,43,214,11,0,2013-08-06T15:00:00Z
2013,8,28,1156,1200,-4,1512,1515,-3,UA,766,N505UA,JFK,SFO,343,2586,12,0,2013-08-28T16:00:00Z
2013,8,15,658,700,-2,956,1006,-10,DL,1415,N695DL,JFK,SLC,266,1990,7,0,2013-08-15T11:00:00Z
2013,8,11,1725,1725,0,2049,2022,27,DL,479,N3765,EWR,SLC,271,1969,17,25,2013-08-11T21:00:00Z
2013,8,29,2022,2005,17,2159,2130,29,MQ,3604,N543MQ,EWR,ORD,119,719,20,5,2013-08-30T00:00:00Z
2013,8,11,1240,1250,-10,1416,1425,-9,MQ,3361,N836MQ,JFK,RDU,68,427,12,50,2013-08-11T16:00:00Z
2013,8,12,1202,1210,-8,1404,1350,14,AA,329,N580AA,LGA,ORD,123,733,12,10,2013-08-12T16:00:00Z
2013,8,3,822,821,1,1103,1116,-13,UA,1684,N78524,EWR,MIA,147,1085,8,21,2013-08-03T12:00:00Z
2013,8,16,1242,1241,1,1550,1518,32,B6,927,N624JB,EWR,MCO,140,937,12,41,2013-08-16T16:00:00Z
2013,8,13,620,620,0,857,843,14,DL,1743,N6705Y,JFK,ATL,121,760,6,20,2013-08-13T10:00:00Z
2013,8,3,1726,1729,-3,2038,2030,8,UA,1654,N53441,EWR,PBI,149,1023,17,29,2013-08-03T21:00:00Z
2013,8,15,1729,1730,-1,1901,1910,-9,WN,318,N294WN,EWR,STL,122,872,17,30,2013-08-15T21:00:00Z
2013,8,30,1242,1242,0,1342,1349,-7,B6,1318,N183JB,JFK,BOS,37,187,12,42,2013-08-30T16:00:00Z
2013,8,31,854,900,-6,1138,1206,-28,B6,5,N641JB,EWR,FLL,142,1065,9,0,2013-08-31T13:00:00Z
2013,8,18,2119,2055,24,2,2359,3,UA,1037,N39461,EWR,LAX,314,2454,20,55,2013-08-19T00:00:00Z
2013,8,26,1156,1200,-4,1346,1358,-12,EV,4302,N34111,EWR,MCI,142,1092,12,0,2013-08-26T16:00:00Z
2013,8,12,1511,1520,-9,1704,1710,-6,AA,341,N550AA,LGA,ORD,138,733,15,20,2013-08-12T19:00:00Z
2013,8,17,716,655,21,908,906,2,US,433,N657AW,EWR,PHX,261,2133,6,55,2013-08-17T10:00:00Z
2013,8,29,826,829,-3,940,947,-7,9E,3981,N833AY,JFK,MVY,36,173,8,29,2013-08-29T12:00:00Z
2013,8,8,1008,1003,5,1153,1135,18,FL,353,N958AT,LGA,CAK,60,397,10,3,2013-08-08T14:00:00Z
2013,8,18,837,810,27,1101,1029,32,DL,27,N3753,JFK,ATL,121,760,8,10,2013-08-18T12:00:00Z
2013,8,29,1853,1900,-7,2028,2012,16,US,2160,N958UW,LGA,BOS,43,184,19,0,2013-08-29T23:00:00Z
2013,8,21,1258,1300,-2,1510,1540,-30,AA,1841,N505AA,EWR,DFW,177,1372,13,0,2013-08-21T17:00:00Z
2013,8,6,1930,1935,-5,2130,2120,10,MQ,3535,N3AEMQ,JFK,CMH,75,483,19,35,2013-08-06T23:00:00Z
2013,8,9,1855,1820,35,2118,2012,66,UA,983,N830UA,EWR,ORD,112,719,18,20,2013-08-09T22:00:00Z
2013,8,1,2026,1920,66,2148,2100,48,AA,361,N3DJAA,LGA,ORD,108,733,19,20,2013-08-01T23:00:00Z
2013,8,29,2109,2001,68,2339,2254,45,B6,1083,N606JB,JFK,MCO,122,944,20,1,2013-08-30T00:00:00Z
2013,8,7,1950,1955,-5,2111,2116,-5,EV,4969,N758EV,LGA,MHT,38,195,19,55,2013-08-07T23:00:00Z
2013,8,1,NA,1925,NA,NA,2156,NA,EV,4152,N11551,EWR,ATL,NA,746,19,25,2013-08-01T23:00:00Z
2013,8,15,2004,2010,-6,2207,2220,-13,EV,4543,N11119,EWR,DSM,140,1017,20,10,2013-08-16T00:00:00Z
2013,8,10,712,711,1,924,932,-8,UA,794,N472UA,EWR,PHX,293,2133,7,11,2013-08-10T11:00:00Z
2013,8,2,1155,1155,0,1328,1310,18,MQ,3461,N535MQ,LGA,BNA,111,764,11,55,2013-08-02T15:00:00Z
2013,8,14,931,935,-4,1240,1240,0,WN,4381,N955WN,EWR,AUS,211,1504,9,35,2013-08-14T13:00:00Z
2013,8,19,642,645,-3,912,908,4,US,623,N535UW,JFK,PHX,279,2153,6,45,2013-08-19T10:00:00Z
2013,8,23,2057,2029,28,2311,2247,24,EV,5804,N14105,EWR,OMA,153,1134,20,29,2013-08-24T00:00:00Z
2013,8,1,1633,1636,-3,1817,1828,-11,EV,4411,N14950,EWR,MEM,139,946,16,36,2013-08-01T20:00:00Z
2013,8,22,810,815,-5,1047,1009,38,US,409,N659AW,EWR,CLT,104,529,8,15,2013-08-22T12:00:00Z
2013,8,1,1821,1550,151,1943,1749,114,9E,3523,N924XJ,JFK,ORD,116,740,15,50,2013-08-01T19:00:00Z
2013,8,12,1755,1745,10,2122,2110,12,AA,1611,N3DTAA,LGA,MIA,152,1096,17,45,2013-08-12T21:00:00Z
2013,8,22,1738,1705,33,1900,1855,5,AA,345,N570AA,LGA,ORD,114,733,17,5,2013-08-22T21:00:00Z
2013,8,1,2123,1755,208,2344,2045,179,AA,785,N3BFAA,LGA,DFW,181,1389,17,55,2013-08-01T21:00:00Z
2013,8,15,924,925,-1,1208,1220,-12,VX,407,N631VA,JFK,LAX,324,2475,9,25,2013-08-15T13:00:00Z
2013,8,26,1252,1300,-8,1439,1505,-26,MQ,3340,N717MQ,LGA,DTW,85,502,13,0,2013-08-26T17:00:00Z
2013,8,2,1911,1920,-9,2124,2100,24,AA,361,N3EXAA,LGA,ORD,120,733,19,20,2013-08-02T23:00:00Z
2013,8,26,1307,1208,59,1533,1452,41,B6,323,N746JB,JFK,LAX,284,2475,12,8,2013-08-26T16:00:00Z
2013,8,5,635,645,-10,833,908,-35,US,623,N544UW,JFK,PHX,278,2153,6,45,2013-08-05T10:00:00Z
2013,8,9,1621,1510,71,1903,1734,89,EV,4377,N14171,EWR,JAX,114,820,15,10,2013-08-09T19:00:00Z
2013,8,19,700,705,-5,1105,1058,7,B6,3,N827JB,JFK,SJU,199,1598,7,5,2013-08-19T11:00:00Z
2013,8,21,1151,1159,-8,1327,1344,-17,MQ,3404,N711MQ,LGA,RDU,68,431,11,59,2013-08-21T15:00:00Z
2013,8,3,2050,2100,-10,2309,2336,-27,B6,499,N715JB,LGA,MCO,120,950,21,0,2013-08-04T01:00:00Z
2013,8,1,1924,1830,54,2314,2155,79,UA,389,N508UA,JFK,SFO,370,2586,18,30,2013-08-01T22:00:00Z
2013,8,9,1344,1348,-4,1511,1509,2,B6,308,N328JB,JFK,PWM,55,273,13,48,2013-08-09T17:00:00Z
2013,8,11,947,948,-1,1227,1243,-16,UA,1425,N15710,EWR,FLL,144,1065,9,48,2013-08-11T13:00:00Z
2013,8,14,1352,1359,-7,1550,1603,-13,B6,1373,N324JB,JFK,CHS,102,636,13,59,2013-08-14T17:00:00Z
2013,8,10,2252,2255,-3,19,19,0,B6,2002,N306JB,JFK,BUF,55,301,22,55,2013-08-11T02:00:00Z
2013,8,20,1216,1218,-2,1456,1516,-20,UA,151,N14731,EWR,SNA,320,2434,12,18,2013-08-20T16:00:00Z
2013,8,6,2057,2059,-2,2229,2249,-20,EV,4672,N13133,EWR,STL,126,872,20,59,2013-08-07T00:00:00Z
2013,8,8,746,752,-6,1035,1041,-6,B6,163,N374JB,JFK,SRQ,147,1041,7,52,2013-08-08T11:00:00Z
2013,8,19,1330,1259,31,1620,1534,46,DL,781,N979DL,LGA,ATL,143,762,12,59,2013-08-19T16:00:00Z
2013,8,9,2204,1930,154,2317,2049,148,EV,5714,N835AS,JFK,IAD,49,228,19,30,2013-08-09T23:00:00Z
2013,8,11,746,730,16,1012,1010,2,B6,683,N651JB,JFK,MCO,123,944,7,30,2013-08-11T11:00:00Z
2013,8,22,1029,1036,-7,1307,1255,12,UA,701,N553UA,EWR,LAS,279,2227,10,36,2013-08-22T14:00:00Z
2013,8,16,556,600,-4,700,659,1,US,2167,N742PS,LGA,DCA,43,214,6,0,2013-08-16T10:00:00Z
2013,8,28,2231,1937,174,50,2241,129,UA,698,N458UA,EWR,TPA,121,997,19,37,2013-08-28T23:00:00Z
2013,8,29,756,750,6,1032,1040,-8,MQ,3052,N512MQ,JFK,TPA,131,1005,7,50,2013-08-29T11:00:00Z
2013,8,17,1830,1829,1,2121,2144,-23,UA,1571,N12238,EWR,MIA,148,1085,18,29,2013-08-17T22:00:00Z
2013,8,27,1945,1950,-5,2201,2140,21,MQ,3573,N807MQ,LGA,CMH,75,479,19,50,2013-08-27T23:00:00Z
2013,8,19,2152,2125,27,2356,2354,2,B6,97,N586JB,JFK,DEN,207,1626,21,25,2013-08-20T01:00:00Z
2013,8,19,827,602,145,948,729,139,UA,569,N432UA,EWR,ORD,104,719,6,2,2013-08-19T10:00:00Z
2013,8,26,1932,1930,2,2237,2304,-27,UA,1658,N35271,EWR,SFO,326,2565,19,30,2013-08-26T23:00:00Z
2013,8,17,727,658,29,949,943,6,UA,277,N587UA,EWR,LAX,297,2454,6,58,2013-08-17T10:00:00Z
2013,8,1,912,915,-3,1300,1231,29,DL,2379,N998DL,LGA,FLL,167,1076,9,15,2013-08-01T13:00:00Z
2013,8,17,941,929,12,1242,1214,28,B6,795,N605JB,JFK,AUS,207,1521,9,29,2013-08-17T13:00:00Z
2013,8,9,1244,1245,-1,1515,1535,-20,AA,745,N3JBAA,LGA,DFW,193,1389,12,45,2013-08-09T16:00:00Z
2013,8,20,1150,1150,0,1332,1415,-43,WN,1090,N278WN,LGA,DEN,209,1620,11,50,2013-08-20T15:00:00Z
2013,8,17,1923,1915,8,2151,2230,-39,AA,21,N327AA,JFK,LAX,299,2475,19,15,2013-08-17T23:00:00Z
2013,8,16,1620,1620,0,1745,1754,-9,UA,1638,N72405,EWR,CLE,65,404,16,20,2013-08-16T20:00:00Z
2013,8,4,656,705,-9,951,1015,-24,AA,2279,N3FCAA,LGA,MIA,146,1096,7,5,2013-08-04T11:00:00Z
2013,8,28,818,829,-11,925,947,-22,9E,3981,N840AY,JFK,MVY,38,173,8,29,2013-08-28T12:00:00Z
2013,8,8,1332,1302,30,1443,1418,25,EV,4127,N13914,EWR,RIC,52,277,13,2,2013-08-08T17:00:00Z
2013,8,16,1109,1115,-6,1346,1400,-14,AA,739,N3CHAA,LGA,DFW,189,1389,11,15,2013-08-16T15:00:00Z
2013,8,12,622,625,-3,745,740,5,WN,1708,N8313F,LGA,MDW,111,725,6,25,2013-08-12T10:00:00Z
2013,8,25,1327,1330,-3,1627,1625,2,B6,505,N607JB,EWR,FLL,142,1065,13,30,2013-08-25T17:00:00Z
2013,8,28,1950,1650,180,2131,1859,152,DL,1473,N368NB,LGA,MEM,125,963,16,50,2013-08-28T20:00:00Z
2013,8,27,1111,1110,1,1348,1413,-25,DL,1875,N333NW,LGA,TPA,125,1010,11,10,2013-08-27T15:00:00Z
2013,8,23,930,930,0,1039,1039,0,B6,116,N309JB,JFK,SYR,43,209,9,30,2013-08-23T13:00:00Z
2013,8,16,751,800,-9,1018,1020,-2,FL,346,N925AT,LGA,ATL,125,762,8,0,2013-08-16T12:00:00Z
2013,8,20,935,940,-5,1031,1051,-20,9E,3608,N8674A,JFK,PHL,27,94,9,40,2013-08-20T13:00:00Z
2013,8,3,835,835,0,1114,1120,-6,B6,1783,N535JB,JFK,MCO,126,944,8,35,2013-08-03T12:00:00Z
2013,8,15,945,945,0,1331,1305,26,AA,1871,N3BJAA,LGA,MIA,153,1096,9,45,2013-08-15T13:00:00Z
2013,8,20,600,600,0,653,700,-7,US,2134,N746UW,LGA,BOS,37,184,6,0,2013-08-20T10:00:00Z
2013,8,13,2144,2140,4,1,2310,51,MQ,3317,N510MQ,LGA,RDU,72,431,21,40,2013-08-14T01:00:00Z
2013,8,26,651,630,21,933,904,29,B6,1099,N527JB,LGA,MCO,121,950,6,30,2013-08-26T10:00:00Z
2013,8,9,2115,1859,136,2315,2121,114,FL,778,N892AT,LGA,ATL,95,762,18,59,2013-08-09T22:00:00Z
2013,8,6,1010,755,135,1118,915,123,MQ,3709,N520MQ,EWR,ORD,111,719,7,55,2013-08-06T11:00:00Z
2013,8,22,1549,1543,6,1833,1845,-12,UA,1151,N38446,EWR,SEA,326,2402,15,43,2013-08-22T19:00:00Z
2013,8,13,1918,1900,18,2320,2240,40,DL,1465,N711ZX,JFK,SFO,353,2586,19,0,2013-08-13T23:00:00Z
2013,8,23,1156,1159,-3,1447,1510,-23,UA,1723,N77431,EWR,SFO,323,2565,11,59,2013-08-23T15:00:00Z
2013,8,10,859,900,-1,1237,1305,-28,AA,1357,N5EXAA,JFK,SJU,197,1598,9,0,2013-08-10T13:00:00Z
2013,8,22,711,715,-4,1007,1010,-3,VX,399,N630VA,JFK,LAX,311,2475,7,15,2013-08-22T11:00:00Z
2013,8,29,1252,1240,12,1509,1525,-16,WN,4720,N649SW,EWR,HOU,177,1411,12,40,2013-08-29T16:00:00Z
2013,8,23,2031,2030,1,2148,2155,-7,WN,1707,N417WN,LGA,MDW,102,725,20,30,2013-08-24T00:00:00Z
2013,8,16,1543,1545,-2,1812,1814,-2,DL,1705,N330NB,LGA,MSY,175,1183,15,45,2013-08-16T19:00:00Z
2013,8,10,2111,2110,1,9,19,-10,DL,2065,N396DA,JFK,FLL,142,1069,21,10,2013-08-11T01:00:00Z
2013,8,17,611,611,0,957,954,3,B6,1403,N505JB,JFK,SJU,196,1598,6,11,2013-08-17T10:00:00Z
2013,8,14,727,730,-3,1024,1033,-9,DL,1771,N722TW,JFK,SEA,316,2422,7,30,2013-08-14T11:00:00Z
2013,8,28,1305,1240,25,1653,1545,68,WN,42,N923WN,LGA,HOU,186,1428,12,40,2013-08-28T16:00:00Z
2013,8,23,756,802,-6,912,930,-18,EV,5209,N718EV,LGA,BNA,113,764,8,2,2013-08-23T12:00:00Z
2013,8,1,1312,1317,-5,1514,1528,-14,EV,4304,N16149,EWR,MSY,159,1167,13,17,2013-08-01T17:00:00Z
2013,8,28,1846,1520,206,2038,1705,213,AA,335,N4YJAA,LGA,ORD,128,733,15,20,2013-08-28T19:00:00Z
2013,8,12,1835,1838,-3,2013,2017,-4,B6,1202,N231JB,JFK,BUF,60,301,18,38,2013-08-12T22:00:00Z
2013,8,21,627,630,-3,733,755,-22,AA,303,N3DLAA,LGA,ORD,100,733,6,30,2013-08-21T10:00:00Z
