LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
15900,94108,113888,HomeImp,2,0,0,140.51005382,0,21,36.318788182,1
17200,48999,76544,DebtCon,5,0,0,240.52274651,3,31,32.841753914,1
8700,77377,97070,DebtCon,3,0,0,68.854877174,2,24,38.217725784,1
5100,72891,80691,HomeImp,1,1,0,273.88170516,0,6,39.852146515,1
20400,60393,98247,DebtCon,3,0,0,149.57119967,0,22,34.342249385,1
21200,67272,107667,HomeImp,5,0,0,224.12044079,0,12,30.510532094,1
15200,47453,73068,DebtCon,20,0,0,196.69969558,0,16,22.383856558,1
14300,85631,100000,HomeImp,20,0,0,144.99929699,3,23,30.130636379,1
23900,140328,183533,HomeImp,8,0,0,322.78811436,0,17,45.413177555,1
15900,68304,92271,DebtCon,1,1,2,113.22840343,2,25,32.881846931,1
28000,96015,127551,DebtCon,0,1,0,196.52348814,3,37,34.871643115,1
12000,79844,98139,HomeImp,8,0,0,156.95475827,0,34,31.700124322,1
25600,144616,211230,HomeImp,7,0,0,199.09130807,0,27,39.002928326,1
16200,76211,104348,DebtCon,0,0,0,141.04682436,1,18,33.334411917,1
13000,15374,59309,HomeImp,6,2,0,355.13122911,1,21,15.823615554,1
22000,36738,100040,HomeImp,6,0,0,138.94245756,0,14,30.78315421,1
14300,52608,76936,DebtCon,0,0,0,217.27719188,0,9,34.095384038,1
20000,22036,51068,DebtCon,25,0,2,210.71986666,0,25,29.16004451,1
15700,75764,97122,DebtCon,5,2,0,70.72519735,0,21,24.431789613,1
36400,204419,268745,DebtCon,4,0,0,267.92092198,0,31,32.747593119,1
8400,57694,70782,HomeImp,4,0,0,125.71032467,0,34,37.622785545,1
15200,5076,66536,DebtCon,2,0,0,323.10200419,0,5,40.252928754,1
18800,110098,120662,DebtCon,0,0,0,122.16982106,1,21,39.322315408,1
21300,68544,89908,DebtCon,3,0,0,101.77402013,2,30,32.825450581,1
10200,77571,102732,HomeImp,6,0,0,100.62966346,0,34,37.361513569,1
10200,86400,113698,HomeImp,11,0,1,181.54292704,0,27,35.031650879,1
26100,20566,50534,DebtCon,24,0,0,140.5532102,1,10,24.098266761,1
23700,18825,55549,DebtCon,26,0,1,203.8609299,0,25,26.629077387,1
22900,107241,138883,DebtCon,9,1,0,201.7857441,5,18,41.140752079,1
25100,137489,168216,DebtCon,7,1,0,211.20898093,1,20,34.767948845,1
17400,11147,166496,HomeImp,23,0,0,73.467517761,1,19,29.531664151,1
87500,55938,86794,DebtCon,15,0,0,223.88104,0,16,36.753652674,1
15800,20665,43790,DebtCon,8,0,0,108.41393655,0,11,22.826892443,1
7700,70451,81862,DebtCon,3,0,0,141.26867109,0,31,31.68194302,1
15600,102572,112721,DebtCon,3,0,1,271.27079103,0,33,29.634414887,1
20700,32817,101720,HomeImp,5,0,0,132.94093789,0,15,31.606217408,1
8000,70546,81272,DebtCon,4,0,0,119.06692204,0,31,33.361586301,1
70500,196690,288512,DebtCon,9,0,0,227.02713568,2,24,29.582300922,1
16800,57329,83695,DebtCon,3,0,0,294.99970155,2,16,40.625052691,1
12800,206527,227737,HomeImp,11,0,0,225.20132562,0,22,31.12184071,1
19500,92663,152627,HomeImp,3,0,0,106.7126279,0,16,35.367656803,1
10600,43676,61576,DebtCon,6,0,0,84.839126053,1,10,30.868137501,1
22900,136032,180899,DebtCon,21,0,0,240.34747113,0,24,41.596747473,1
15300,33113,57991,DebtCon,4,0,0,122.5788363,1,16,40.569888421,1
23100,93805,135780,HomeImp,5,0,0,155.02538165,0,31,34.644921651,1
14500,52440,62150,DebtCon,4,0,0,174.67690038,0,13,27.191720909,1
16600,102543,119493,DebtCon,3,0,0,276.69318517,0,33,29.284071859,1
11200,29348,87351,HomeImp,20,0,0,224.39489458,0,11,26.129627304,1
11000,77929,102942,HomeImp,8,0,0,173.8298837,0,34,33.897772554,1
24400,95843,123377,DebtCon,2,0,0,201.97675616,1,26,32.903468132,1
13600,66754,80156,DebtCon,5,0,0,238.62182004,3,26,31.552706969,1
11400,50166,61395,DebtCon,1,0,0,188.88668235,1,12,26.950451284,1
23400,97865,120172,DebtCon,2,0,0,200.57575228,1,26,36.398728722,1
34300,146171,196270,DebtCon,19,0,0,195.55580104,1,21,37.949593407,1
6800,138691,160063,HomeImp,12,0,0,208.42084303,0,19,19.33336736,1
5800,75000,90543,DebtCon,18,0,0,300.4872058,1,23,38.940575356,1
22000,61251,91744,DebtCon,0,0,0,145.48915532,0,21,34.347908749,1
22200,57458,102195,HomeImp,18,0,0,628.15806161,1,24,20.496216103,1
18600,47199,70134,DebtCon,8,0,0,86.558860141,3,15,43.507938545,1
26200,77952,113285,DebtCon,5,0,0,90.016091544,1,31,39.39066028,1
30400,40386,68120,DebtCon,12,1,0,98.820153684,5,15,34.020257191,1
14400,46955,67304,DebtCon,2,0,0,171.6224654,0,13,36.555188948,1
15200,34854,63519,DebtCon,6,0,0,275.47969762,0,15,20.785145567,1
11400,59813,72873,DebtCon,13,0,0,234.33024049,4,31,39.351470851,1
21500,107799,160526,DebtCon,16,0,0,195.48568002,0,25,32.378768136,1
62700,120598,207803,DebtCon,9,0,0,304.31461506,2,26,36.436251812,1
21500,100727,146904,HomeImp,11,0,0,153.22388819,1,23,34.965962753,1
8400,35240,54314,DebtCon,8,0,0,210.58001479,1,22,32.571867291,1
23000,76561,111389,DebtCon,8,0,1,301.23291075,2,28,30.346706109,1
16100,72942,99544,DebtCon,5,2,0,54.945678873,1,20,23.282933392,1
17000,70085,81598,DebtCon,7,0,0,117.19539923,1,20,21.981835715,1
11600,96882,118914,DebtCon,13,0,0,176.22191092,2,17,34.757740199,1
9800,62826,65912,HomeImp,6,0,0,132.75248959,0,34,37.588199542,1
24900,139241,171296,DebtCon,6,1,0,220.68715833,0,19,35.591655668,1
31300,106960,144201,DebtCon,15,0,0,230.41303519,0,40,42.666659574,1
11500,70409,89099,DebtCon,9,0,0,169.40165199,0,11,40.174430056,1
12600,45633,77578,DebtCon,19,0,0,209.72551959,0,15,23.915614881,1
14200,83231,99400,HomeImp,6,0,0,130.16751478,1,26,27.172964706,1
21700,72180,93427,DebtCon,2,0,0,115.52948936,1,29,33.45667038,1
12800,48437,65311,DebtCon,0,1,0,260.55523624,0,21,29.516289851,1
8700,46489,63573,DebtCon,4,0,0,196.24907,1,21,28.787922854,1
5800,79296,86885,DebtCon,19,0,1,307.9748816,1,23,39.959108765,1
15200,47200,74510,DebtCon,17,0,0,174.5215618,0,23,41.863376119,1
13500,68262,93841,HomeImp,26,0,0,159.61701999,1,14,40.752980373,1
12900,92734,114285,HomeImp,11,0,0,236.05277279,0,24,28.663416808,1
9400,109991,125146,DebtCon,7,0,1,171.67981114,0,18,34.813468594,1
15800,103537,111139,DebtCon,3,0,1,252.26775758,1,34,27.674063965,1
11000,88252,112567,DebtCon,11,0,0,224.71557646,2,15,39.526852362,1
16700,86076,130341,DebtCon,12,0,0,295.95433961,0,18,28.447992405,1
15900,19639,171350,HomeImp,8,0,0,311.31036041,0,26,26.876729861,1
13700,59530,81068,DebtCon,0,0,0,108.01914173,3,10,37.846648093,1
29400,39354,75553,DebtCon,13,1,0,77.342597043,6,15,35.110448893,1
25300,122933,157009,DebtCon,3,0,0,280.57384454,0,24,38.740801417,1
26200,75096,120859,DebtCon,4,0,0,107.17711768,2,31,38.552978748,1
14400,78965,90729,DebtCon,4,0,0,132.6602719,2,26,39.686959105,1
26400,240907,260638,HomeImp,7,1,0,255.41551402,3,51,37.652919106,1
27600,60039,86166,DebtCon,0,0,0,100.94932169,0,23,33.820934036,1
16000,71861,95315,HomeImp,24,0,0,241.41251498,1,23,35.474773102,1
16400,65898,85424,HomeImp,10,0,1,173.53321041,0,14,26.931994858,1
18300,90337,103864,HomeImp,3,0,0,118.53458669,0,25,39.720488984,1
6100,91704,114799,HomeImp,22,0,0,129.25008957,1,12,36.746766237,1
22400,91402,100845,DebtCon,2,1,0,132.21662181,0,20,35.682471229,1
30000,15214,38094,DebtCon,26,0,0,199.46979091,0,15,39.549873804,1
12500,77792,100812,DebtCon,10,2,0,182.9569956,1,29,27.385873237,1
9400,57105,67061,HomeImp,6,0,0,129.50848379,0,34,35.734592764,1
6600,68733,81973,HomeImp,5,0,0,96.977667199,0,14,42.211046784,1
8700,58060,65605,DebtCon,23,0,0,259.6838134,3,29,39.829999465,1
23100,64601,100170,DebtCon,2,0,0,156.67537504,0,21,34.000236065,1
15600,83758,106992,HomeImp,3,0,0,127.66581767,1,24,39.014519389,1
18900,87657,117577,DebtCon,9,0,0,142.46649495,2,19,39.96618165,1
9800,136154,203815,DebtCon,1,0,0,70.853327642,2,23,35.8789883,1
10200,16322,86505,DebtCon,8,0,0,259.16381964,0,14,21.253498139,1
28100,100420,207737,DebtCon,22,0,0,197.19812185,0,19,26.372548724,1
28300,126942,166797,DebtCon,0,0,0,244.72228465,1,23,33.394853996,1
26700,129559,170042,DebtCon,1,0,0,232.64617336,1,24,34.117532893,1
17700,71399,96588,HomeImp,7,0,0,83.59853183,0,16,33.626585668,1
15000,46867,67529,DebtCon,7,0,0,133.78758095,3,48,31.486460831,1
15200,90108,118941,HomeImp,2,0,2,170.93894263,0,25,41.157501063,1
11100,53232,86703,HomeImp,16,0,0,183.20620747,0,29,26.87488997,1
25100,65633,100776,DebtCon,15,0,1,141.93813032,0,29,40.62020969,1
12900,50636,57838,DebtCon,0,1,0,187.82532332,1,13,28.813470941,1
16100,107758,124610,DebtCon,0,0,0,129.17889813,0,29,34.2115674,1
25700,43881,69954,DebtCon,10,0,0,126.47306563,0,20,40.769061823,1
26400,59288,87753,DebtCon,8,1,1,145.88249239,3,29,38.972486705,1
14700,90662,111778,DebtCon,1,1,1,148.42324633,0,33,31.770101546,1
11800,52104,61618,DebtCon,0,0,0,160.74993141,0,21,37.129512042,1
47100,48062,107824,HomeImp,9,0,0,203.68669838,2,35,41.526317397,1
18300,73510,95132,DebtCon,0,0,0,86.684295749,0,17,25.244046294,1
18700,65458,84639,DebtCon,0,1,2,97.146544029,2,25,33.690687903,1
25700,32039,54499,DebtCon,15,0,0,114.8074121,2,24,31.142957048,1
33700,83471,133221,DebtCon,29,0,0,334.58120661,0,19,39.095566258,1
13200,155478,183646,HomeImp,5,0,0,196.24137089,1,55,35.602875363,1
11600,64143,78851,DebtCon,6,0,3,201.36992202,3,29,35.795804943,1
8500,79484,87893,DebtCon,1,0,0,123.61880309,1,10,35.759083852,1
26200,189252,241754,DebtCon,9,0,0,97.314887744,2,25,40.312697726,1
14300,19111,49794,HomeImp,23,0,0,262.30674029,0,19,30.933678393,1
19200,96401,115545,DebtCon,7,0,0,128.71451378,1,20,22.187289994,1
14100,79345,135554,DebtCon,15,0,0,301.56399129,0,19,29.17813328,1
17600,61093,97551,DebtCon,0,0,0,75.060829426,0,22,35.562993202,1
18900,52640,113391,DebtCon,16,0,0,257.52379662,0,19,27.792323705,1
28200,58232,97555,DebtCon,17,0,1,130.45076488,0,29,38.092730303,1
18800,7739,65181,DebtCon,0,0,0,315.23089754,0,6,37.983557776,1
12700,29471,48362,HomeImp,9,0,0,79.902871414,0,4,36.020607901,1
27000,23160,58074,DebtCon,36,0,0,275.84323074,1,24,40.133220412,1
12000,98428,114820,DebtCon,16,0,1,188.14820819,2,15,36.737721285,1
18300,67550,95440,DebtCon,3,0,0,154.15011358,0,25,22.854999265,1
20200,51588,121752,DebtCon,14,0,0,253.24896672,0,20,26.43068063,1
25400,61907,87133,DebtCon,0,0,1,81.49211941,0,22,34.36469831,1
5500,87438,116679,HomeImp,6,0,0,186.42441602,1,27,28.417530896,1
21800,41582,71574,DebtCon,25,0,0,308.73705314,2,32,34.369367561,1
8100,28187,32584,DebtCon,0,1,0,27.048834712,10,7,29.287956831,1
10800,125732,184667,DebtCon,7,0,0,212.22346879,0,19,33.920789966,1
59700,39253,69299,DebtCon,2,0,0,110.87622902,0,21,29.319500536,1
11300,64437,79857,DebtCon,5,0,0,88.789155967,2,14,27.899267889,1
5100,66834,87361,HomeImp,0,2,0,290.03410799,0,6,38.766985071,1
19200,24430,128837,DebtCon,9,0,0,355.79841245,1,10,41.147749222,1
28500,100145,130522,DebtCon,10,0,0,137.94286922,0,29,39.072589176,1
16500,94920,118156,DebtCon,9,0,0,295.28552348,2,18,32.171631931,1
37200,205922,267238,DebtCon,2,1,0,238.21147988,0,32,31.622843542,1
26000,107291,137426,DebtCon,9,2,0,191.57344003,4,18,40.767401412,1
16800,73280,103067,DebtCon,1,0,0,140.36213401,0,17,34.002295373,1
30300,36014,76525,DebtCon,14,0,0,88.934468851,5,16,34.9372716,1
19800,51454,68073,HomeImp,1,0,0,130.97479082,0,17,32.304944123,1
28300,145931,239990,HomeImp,27,0,0,357.23095382,0,19,38.268469992,1
28200,148455,191419,HomeImp,1,0,0,186.98304288,0,17,39.563303075,1
12900,151991,179521,HomeImp,6,0,0,186.8053299,0,55,34.19175206,1
8900,58839,81223,DebtCon,4,0,0,102.24646959,2,15,26.206409952,1
12800,58592,87002,DebtCon,13,0,0,139.53084276,0,24,37.531077087,1
15700,16804,34294,DebtCon,9,0,0,131.77342323,0,10,23.979702773,1
8100,78977,91995,DebtCon,19,0,0,296.74709479,1,23,38.820940293,1
47700,93909,154158,DebtCon,14,0,0,227.2282602,8,19,41.338124724,1
16100,94089,159427,HomeImp,6,0,0,101.96046007,0,16,35.994979529,1
33900,128884,172094,DebtCon,12,1,0,166.62473824,1,27,42.318899224,1
28100,86778,110851,DebtCon,9,0,0,398.4023372,0,44,41.04058878,1
12300,90006,121122,DebtCon,9,0,0,133.49754075,1,21,36.91048167,1
17100,91502,113251,DebtCon,18,0,0,289.95440059,0,16,24.458320606,1
22700,128020,164199,DebtCon,7,0,0,175.88480789,0,37,21.232357898,1
18800,70102,99841,HomeImp,10,0,0,68.168572872,0,16,32.853794362,1
11800,65012,91614,HomeImp,26,0,0,171.88954687,2,13,42.488517052,1
9400,103973,119817,DebtCon,18,0,2,182.6166394,2,16,37.337977192,1
25100,46614,69750,DebtCon,17,0,0,193.25257944,1,22,33.715351649,1
17600,62996,86817,HomeImp,12,0,1,152.78264779,0,14,29.203654576,1
9300,46466,57182,DebtCon,2,0,0,100.05186621,0,20,38.444317985,1
14900,101179,117405,HomeImp,2,0,0,133.93050973,1,22,35.547407219,1
14800,16448,38774,DebtCon,7,0,0,91.005539849,0,16,19.240351261,1
26500,240782,267675,HomeImp,6,0,0,229.30702576,1,50,37.740918996,1
18500,57174,91772,HomeImp,4,0,0,129.66321658,0,13,28.904478844,1
11000,85758,108661,HomeImp,11,0,0,255.28741537,0,24,29.434867143,1
11300,114392,214523,HomeImp,2,0,0,132.09765987,1,15,26.251830338,1
17000,27088,166437,HomeImp,7,0,0,306.67417105,0,27,26.156717881,1
23900,80406,108122,DebtCon,17,0,0,211.92327535,0,13,41.494839796,1
37000,34085,70596,DebtCon,3,0,0,195.36338382,2,18,25.59242395,1
27300,97373,126102,DebtCon,10,0,1,139.13259829,0,28,39.173553951,1
14200,102512,128657,HomeImp,8,0,0,178.33902633,3,32,27.541140882,1
36000,204292,268436,DebtCon,3,0,0,243.29543026,0,31,30.938977447,1
7800,55394,63567,DebtCon,23,0,0,262.01435765,2,29,38.983938486,1
14200,94696,121528,DebtCon,10,0,0,209.05180452,0,12,39.64882408,1
7500,47518,60252,DebtCon,16,0,3,220.62498387,0,37,26.711536473,1
34800,138680,190729,DebtCon,21,0,0,198.12333421,0,21,35.577239252,1
13000,78766,106450,HomeImp,6,0,0,107.95131167,0,26,24.870993882,1
8600,76703,100862,HomeImp,0,0,1,174.55712019,0,31,34.386230664,1
34000,121625,169369,DebtCon,15,0,0,112.31499706,0,17,28.994312374,1
21600,108923,142716,HomeImp,9,0,0,162.44691401,0,23,33.41977874,1
26100,150464,203202,HomeImp,10,0,0,248.48194525,1,33,43.112190673,1
16700,105556,136568,DebtCon,0,0,0,273.72507278,0,47,40.041684652,1
12000,36072,62960,DebtCon,8,0,0,288.5298732,0,16,22.423002459,1
33000,232113,46286,DebtCon,3,0,1,214.3529578,2,50,42.512000016,1
24500,123319,159934,DebtCon,2,0,0,300.62518954,0,25,37.786175201,1
16300,69327,102426,HomeImp,8,0,0,246.75466611,1,12,36.409094498,1
15500,59316,80837,DebtCon,1,0,0,126.91272316,3,11,35.901463044,1
21700,59947,94103,DebtCon,0,0,0,154.55254739,1,21,34.771708596,1
21300,63263,94180,DebtCon,1,0,0,138.34845525,1,22,35.549295097,1
10100,73174,91101,DebtCon,14,0,0,77.117090664,0,8,25.042596687,1
23500,86144,138953,DebtCon,13,0,0,110.05419832,3,15,41.841690898,1
15900,94078,118359,DebtCon,13,0,0,125.55199939,1,8,37.78182264,1
19600,49984,84519,DebtCon,12,0,0,92.811333225,0,10,7.6140654223,1
11500,56720,82738,HomeImp,17,0,0,200.41695429,0,16,34.019837692,1
9700,45907,57507,DebtCon,6,0,0,81.229448637,0,11,29.037574223,1
27500,131269,211014,DebtCon,10,0,0,234.35128879,2,26,18.735147443,1
20700,71408,103991,HomeImp,4,0,0,208.35175048,1,12,31.327394441,1
35400,90295,139602,DebtCon,12,0,0,62.806810713,0,35,40.22961403,1
17200,103519,118074,DebtCon,0,0,0,102.6786125,1,21,41.418352854,1
43300,119351,179347,DebtCon,13,0,0,178.95153943,0,4,37.980464023,1
9300,39307,51680,DebtCon,8,0,0,196.0146349,0,23,30.731571704,1
18800,98582,122597,HomeImp,1,0,0,307.52479033,1,20,39.394168925,1
14200,46320,62044,DebtCon,6,0,0,106.98389551,2,49,29.057908417,1
9200,52531,66491,DebtCon,11,0,0,122.22853426,1,19,32.657628893,1
8200,58536,66546,DebtCon,1,0,2,118.39735837,2,17,34.71164955,1
12200,80336,102618,HomeImp,2,0,0,79.730260623,2,19,34.405482343,1
21200,113648,145650,DebtCon,11,0,1,231.01924428,0,24,41.559303671,1
14200,84718,103804,HomeImp,21,0,0,123.66357507,4,23,30.635348147,1
13000,88614,116994,HomeImp,13,0,2,188.8241991,0,28,32.619501636,1
10400,11426,69294,DebtCon,20,0,1,396.92626454,1,11,20.291988939,1
21600,61797,109007,DebtCon,14,0,2,267.88778988,0,35,26.092171525,1
13000,53951,70095,HomeImp,28,0,3,212.38692445,1,24,36.72874424,1
12100,97185,113004,DebtCon,13,0,0,202.6225313,2,15,37.716646112,1
13000,44875,57713,DebtCon,0,1,0,184.99032439,1,12,28.602076071,1
35100,88197,132776,DebtCon,30,0,0,333.04631226,0,20,39.294720942,1
9200,48130,62358,DebtCon,15,0,4,219.65713104,0,36,27.617063425,1
6200,73881,98550,HomeImp,0,0,1,182.8787798,0,31,37.19944569,1
66000,62296,143982,HomeImp,12,0,1,121.34944271,0,10,41.6125057,1
11100,35782,45550,HomeImp,8,0,0,109.28434579,0,3,36.159805919,1
88800,53307,94058,DebtCon,16,0,0,218.30497768,0,15,34.24246473,1
30600,231344,284199,DebtCon,7,0,1,202.52860351,0,29,15.823900056,1
10600,58701,67967,DebtCon,10,0,0,116.53228926,1,19,31.540218257,1
25500,32458,52329,DebtCon,15,0,0,105.7836806,2,24,29.866278228,1
18700,68196,89641,DebtCon,0,2,1,112.97604123,1,26,34.414621628,1
15700,48093,65686,DebtCon,3,0,0,149.90637879,1,12,30.486361232,1
14400,111914,142105,DebtCon,3,0,0,284.51696603,1,46,32.911384663,1
15200,7879,95124,HomeImp,13,0,1,270.28589924,0,22,29.160140823,1
16100,76644,103192,DebtCon,5,2,0,76.077935453,0,20,24.187933859,1
27300,140773,188414,DebtCon,12,0,0,144.09346485,0,37,41.482803685,1
8300,54039,89301,HomeImp,18,0,0,173.19132242,0,28,26.266815752,1
16800,76852,90429,DebtCon,6,0,0,183.84300457,3,18,42.297091696,1
17000,31772,60289,HomeImp,6,0,0,189.23698365,0,13,31.125746532,1
15900,79660,96393,DebtCon,4,2,0,84.205779001,1,21,22.113193096,1
17500,61524,87188,HomeImp,3,0,0,115.80866085,1,13,25.401570002,1
27600,73846,100216,DebtCon,12,0,0,282.37066144,1,33,38.191251339,1
20300,71387,107363,HomeImp,4,0,0,219.87473017,0,13,29.567221404,1
10600,27666,56218,HomeImp,3,0,0,249.85118993,0,10,39.528326336,1
18300,90099,118545,DebtCon,12,0,0,140.51585064,3,18,38.899231691,1
15800,71820,89739,DebtCon,0,1,1,122.95558706,1,25,33.519070443,1
13600,81620,101933,DebtCon,1,0,0,148.06729076,0,22,41.612898979,1
10400,37233,52320,DebtCon,15,0,0,88.677328625,0,11,31.056436786,1
14900,51219,144894,DebtCon,1,0,0,275.28311554,5,42,39.323885122,1
28400,36484,73478,DebtCon,13,1,0,100.9750908,6,16,34.763993775,1
21600,43449,68744,DebtCon,11,0,1,121.95099104,1,22,40.916477381,1
32600,233216,38583,DebtCon,4,0,1,226.14698877,2,49,40.222182864,1
15900,38514,50309,DebtCon,6,1,0,101.82614234,1,16,38.877808385,1
27600,124139,157940,DebtCon,4,0,0,288.88653955,0,24,38.22673698,1
17000,54780,93091,DebtCon,4,0,0,115.37533239,1,21,37.50862467,1
14000,46541,64338,DebtCon,0,0,0,204.40944332,1,12,28.364798507,1
21800,96709,123613,DebtCon,3,0,0,218.73033314,2,27,35.874494554,1
14100,81894,98285,DebtCon,6,0,0,151.4710746,1,26,42.282137884,1
17300,65077,91991,DebtCon,0,2,3,114.02344238,2,26,35.90776048,1
8900,80334,87448,DebtCon,18,0,0,279.87655021,0,23,38.513997448,1
59500,47485,69981,DebtCon,4,0,0,100.13931115,0,20,29.473673305,1
25600,240092,263958,HomeImp,5,1,0,245.67947059,2,51,38.973539329,1
17400,42876,66085,DebtCon,26,0,0,281.57815248000003,1,16,38.027521678,1
12300,50441,56656,DebtCon,1,0,0,186.45101665,0,21,35.452607421,1
8600,66366,75957,DebtCon,8,0,0,72.916721072,2,25,39.660408739,1
24400,237543,261393,HomeImp,3,1,0,254.51744803,2,50,37.90658567,1
20900,51960,105524,DebtCon,2,0,3,179.92563497,0,47,37.179602413,1
12600,125688,198602,HomeImp,0,0,1,344.7479335,0,16,39.483820073,1
69600,198702,293252,DebtCon,10,0,0,208.29900684,2,24,27.761644137,1
13700,35825,66612,DebtCon,22,0,0,231.9014789,2,29,26.702473442,1
28200,100353,131386,DebtCon,9,0,0,146.06548333,0,28,38.679207625,1
27800,114417,150849,DebtCon,5,0,0,285.38612641,0,24,38.581923865,1
10000,84580,118924,HomeImp,31,0,0,341.94497562,2,37,35.248897631,1
12000,69796,93757,DebtCon,16,0,1,91.432675908,0,8,24.459383678,1
7000,58114,93391,HomeImp,6,0,0,200.07775507,1,24,31.736511786,1
17800,36902,57622,HomeImp,9,0,0,121.87970265,0,10,19.142116568,1
14900,87167,114219,DebtCon,8,0,0,194.11317353,2,36,41.329763904000004,1
19900,132878,199172,HomeImp,14,0,0,197.92380603,0,22,35.330603966,1
24100,95549,112283,DebtCon,22,0,0,243.34973257,0,28,39.082696629,1
23400,89226,119604,DebtCon,3,0,0,221.68138332,1,26,34.556201402,1
15000,84832,107207,HomeImp,19,0,0,124.45053234,4,23,28.558183481,1
8400,57103,78079,DebtCon,0,0,0,56.30976479,8,21,23.521188257,1
10200,84196,91642,DebtCon,1,0,0,104.83507193,1,32,38.376112633,1
32400,128523,179390,DebtCon,13,0,0,150.08428711,1,28,43.144345509,1
14700,10098,51653,DebtCon,3,0,0,302.652472,0,16,18.423923816,1
18200,94727,136877,DebtCon,15,0,0,168.95996818,2,26,36.056437467,1
16200,70703,87682,DebtCon,10,0,0,87.211328556,3,10,31.379268837,1
12000,35028,55079,HomeImp,23,0,1,108.63396857,0,23,40.797457548,1
27800,64804,97553,DebtCon,15,1,0,105.09866375,1,17,32.177861062,1
28400,207687,242544,HomeImp,8,0,0,134.00768046,0,41,41.298386628,1
10600,72022,82238,DebtCon,5,1,2,181.76894044,3,30,39.594148271,1
23500,48286,81958,DebtCon,6,0,0,248.86009427,2,25,32.467300894,1
13900,127259,194233,HomeImp,1,0,1,341.64350174,0,16,40.107659088,1
12800,91040,114331,DebtCon,12,0,0,175.87735007,0,26,34.747185039,1
26700,73468,108774,DebtCon,11,0,0,290.08059139,1,32,39.042204499,1
25900,61064,94714,DebtCon,2,0,0,98.809374842,0,23,34.565944252,1
16500,77049,98658,DebtCon,5,3,0,77.992816106,0,21,23.120073801,1
10700,48322,64383,DebtCon,0,1,0,185.25673471,2,12,28.030801551,1
13600,112223,144451,DebtCon,0,0,0,259.73311697,1,45,35.310217008,1
17500,49968,68025,HomeImp,3,0,0,126.07945262,0,18,34.10902705,1
25100,96627,128022,DebtCon,1,0,0,197.63347142,3,37,35.980542351,1
18900,82537,117610,DebtCon,16,0,0,233.84853474,5,30,39.064892967,1
16600,74681,95471,DebtCon,6,0,0,187.65351043,4,19,40.453753155,1
2900,103949,112505,HomeImp,1,0,0,96.10232967,0,13,30.051136286,1
28600,26189,50409,DebtCon,36,0,0,287.49617332,0,23,38.644394598,1
19700,93040,113362,DebtCon,6,0,0,135.81385685,3,21,19.704394465,1
13600,66178,104378,HomeImp,6,0,0,263.96101511,0,11,36.438466265,1
19000,22236,169461,HomeImp,7,0,0,296.08019369,0,27,27.640018057,1
10100,63283,82912,HomeImp,0,0,0,99.816258251,1,7,38.370539706,1
15800,89765,111792,DebtCon,1,0,2,143.35553116,1,34,33.058835116,1
18600,50167,96312,DebtCon,5,0,0,128.33943385,1,21,36.377322201,1
14500,100685,129840,HomeImp,9,0,0,166.84639629,2,32,27.527227051,1
9600,53196,63942,DebtCon,16,0,4,227.56368402,0,36,24.016769941,1
22000,61042,96622,HomeImp,17,0,0,638.27536109,1,23,21.457349807,1
20200,88020,139200,DebtCon,10,0,0,99.04640244,3,15,39.916957294,1
18200,39109,62371,HomeImp,25,0,0,268.19826067,0,13,24.748181035000002,1
41800,363737,469748,HomeImp,4,0,0,327.74375515,4,14,43.80929207,1
13600,64799,84425,DebtCon,14,0,0,115.32388361,0,24,36.85085748,1
25800,82058,116330,DebtCon,11,0,1,128.44716991,0,18,27.98945739,1
19300,84425,119351,DebtCon,15,0,0,238.66869708,4,31,38.298278157,1
15400,7839,48276,DebtCon,4,0,0,315.17831848,0,16,18.301959465,1
18600,49385,70220,DebtCon,6,0,0,229.474919,2,32,30.731396529,1
7900,40827,55757,DebtCon,14,0,0,87.603462439,0,11,31.850563903,1
28000,58002,86427,DebtCon,9,0,1,129.57535197,2,29,39.362693216,1
15900,107336,120451,DebtCon,1,0,0,123.46551939,2,21,37.99240801,1
7100,57863,70969,DebtCon,0,0,0,65.872044812,7,21,26.829490191,1
15100,81298,108947,DebtCon,9,0,0,194.44346565,1,35,42.245940745,1
13300,85532,115800,HomeImp,11,0,1,175.1914887,0,27,34.231393529,1
15900,96854,156450,DebtCon,1,0,0,212.66600461,0,19,40.213384582,1
16400,50941,78801,DebtCon,4,0,0,266.04079897,2,32,32.904357011,1
11400,75705,90727,DebtCon,5,0,0,143.10103259,2,27,42.169926729,1
10700,67523,85560,DebtCon,5,0,0,126.84293494,0,35,26.001665333,1
11900,28329,80963,HomeImp,21,0,0,239.45711772,0,10,24.534997192,1
24800,82670,106563,DebtCon,8,0,0,302.98443202,2,28,30.956485836,1
9900,8673,37244,DebtCon,4,0,0,256.68058385,0,12,24.496286322,1
8400,60995,78444,HomeImp,4,0,1,123.7385166,0,23,26.932707601,1
27400,195497,246354,DebtCon,8,0,0,89.264427411,1,25,39.664822994,1
14400,34291,68444,DebtCon,6,0,0,262.07916362,1,15,21.981066452,1
9600,45240,60136,DebtCon,2,0,1,83.066750905,0,19,38.454300022,1
30000,79044,118685,DebtCon,12,0,0,92.118875541,1,34,27.224985258,1
36500,141200,195729,DebtCon,23,0,0,182.72889478,0,22,37.405509575,1
